what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1392455846937
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1392455850999
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1392455853009
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1392455855651
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1392455857221
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392455858941
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456171317
activated,view,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.RubyExplorer",1392456173917
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1392456178832
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1392456178845
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1392456178846
activated,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456181436
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1392456181436
activated,view,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.RubyExplorer",1392456182796
opened,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456195475
activated,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456195527
activated,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456197213
closed,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456197213
activated,view,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.RubyExplorer",1392456198508
opened,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456215332
activated,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456215385
activated,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456226806
closed,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456226806
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456228076
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456238120
activated,view,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.RubyExplorer",1392456238160
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456250554
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456362390
activated,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456362490
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1392456365460
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456374894
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456378096
activated,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456378196
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1392456380586
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456389060
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456521469
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1392456521631
activated,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456522509
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1392456523475
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456525043
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456724773
activated,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392456729252
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1392456731244
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1392456736905
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456737819
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456879540
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1392456883512
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1392456886632
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456889174
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392456987565
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1392457008709
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392457010596
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392457038741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1392457042857
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392457044679
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392457138603
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1392457152420
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392457153380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392457860916
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392457864658
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392458150325
activated,view,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.RubyExplorer",1392458161083
opened,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392458162664
activated,editor,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.EditorRubyFile",1392458162724
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1392458166821
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1392458169539
activated,view,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui.RubyExplorer",1392458170903
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.rubypeople.rdt.internal.core.RubyProject",1392458172315
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1392458175076
started,bundle,com.aptana.ide.snippets,2.0.0.1277749615,"com.aptana.ide.snippets",1392458178869
started,bundle,com.aptana.ide.editors.codeassist,2.0.0.1278523018,"com.aptana.ide.editors.codeassist",1392458179321
started,bundle,com.aptana.ide.core.spellcheck,2.0.0.1278523018,"com.aptana.ide.core.spellcheck",1392458179564
opened,editor,com.aptana.ide.editor.erb,1.2.3.1278449953,"com.aptana.ide.editors.ERBEditor",1392458179665
started,bundle,com.aptana.ide.editor.json,2.0.0.1278614541,"com.aptana.ide.editor.json",1392458179857
started,bundle,com.aptana.ide.editor.xml,2.0.0.1253913567,"com.aptana.ide.editor.xml",1392458179903
activated,editor,com.aptana.ide.editor.erb,1.2.3.1278449953,"com.aptana.ide.editors.ERBEditor",1392458179998
started,bundle,org.radrails.server.core,1.2.2.1274114871,"org.radrails.server.core",1392458180097
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1392458285159
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1392458286759
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1392458289301
